System,JCA ID,Capability,WME,WME Description
RESPIRATOR FIT TESTER,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
RESPIRATOR FIT TESTER,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
RESPONDER,1.4.3.9.6,Medical Facilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RESPONDER,1.4.3.9.6,Medical Facilities,E4,Deliver Solutions to Combatant Commands
RESPONDER,1.4.3.9.6,Medical Facilities,W3,Gather Develop and Prioritize Requirements
RESPONDER,1.4.3.9.6,Medical Facilities,W5,Manage and Administer MTFs
RESPONDER,1.4.3.9.6,Medical Facilities,W8,Improve Readiness Health and Experience
RESPONDER,1.4.3.9.6,Medical Facilities,M1,Optimize Critical Internal Management Processes
RESPONDER,1.4.3.9.6,Medical Facilities,E4,Deliver Solutions to Combatant Commands
RESPONDER,1.4.3.9.6,Medical Facilities,W3,Gather Develop and Prioritize Requirements
RESPONDER,1.4.3.9.6,Medical Facilities,W5,Manage and Administer MTFs
RESPONDER,1.4.3.9.6,Medical Facilities,W8,Improve Readiness Health and Experience
RESPONDER,1.4.3.9.6,Medical Facilities,W9,Strengthen Strategic Partnerships and Alliances
RESPONDER RCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RESPONDER RCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
RESPONDER RCI,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
RESSCAN,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RESSCAN,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RESSCAN,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RESSCAN,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RESSCAN,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RETCAM,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RETCAM,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RETCAM,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RETCAM,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RETCAM,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RETINAL CAMERA,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RETINAL CAMERA,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RETINAL CAMERA,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RETINAL CAMERA,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RETINAL CAMERA,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,E1,Empower and Care for Our People
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,E2,Optimize Operations Across the Military Health System
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W1,Build Robust Improvement Capability
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W2,Ensure that Everyone Can Succeed
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W3,Gather Develop and Prioritize Requirements
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W4,Unify and Fully Integrate the Enterprise Support Activities
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W5,Manage and Administer MTFs
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W8,Improve Readiness Health and Experience
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W9,Strengthen Strategic Partnerships and Alliances
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,W10,Deploy Solutions for 21st Century
RFIPBE,1.4.2.1,DEFINE THE HEALTH BENEFIT,M1,Optimize Critical Internal Management Processes
RFPRFID,1.4.3.9.7,Medical Logistics Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RFPRFID,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
RFPRFID,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
RFPRFID,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
RFPRFID,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
RFPRFID,1.4.3.9.7,Medical Logistics Services,M1,Optimize Critical Internal Management Processes
RFPRFID,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
RFPRFID,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
RFPRFID,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
RFPRFID,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
RFS,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
RFS,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
RH,6.2.2.1,Shared Computing,E4,Deliver Solutions to Combatant Commands
RH,6.2.2.1,Shared Computing,W7,Deliver and Sustain Electronic Health Record
RIAP-S,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RIAP-S,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
RIAP-S,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
RIAP-S,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RIAP-S,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
RIIDV,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
RIIDV,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
RIMAGE,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
RIMAGE,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
RM,1.4.3.7,Medical Information Management,W5,Manage and Administer MTFs
RM,1.4.3.7,Medical Information Management,W7,Deliver and Sustain Electronic Health Record
RM,1.4.3.7,Medical Information Management,W10,Deploy Solutions for 21st Century
RM,1.4.3.7,Medical Information Management,M1,Optimize Critical Internal Management Processes
RMIPPAA,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RMIPPAA,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RMIPPAA,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RMIPPAA,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RMIPPAA,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RMPMT,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RMPMT,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
RMPMT,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
ROBOHELP,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
ROBOHELP,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
ROBOT-RX,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROBOT-RX,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
ROBOT-RX,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
ROBOT-RX,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
ROBOT-RX,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
ROBOT-RX,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
ROCHE IT,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROCHE IT,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
ROCHE IT,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
ROCHE IT,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
ROCHE IT,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
ROFR,1.4.3.2.2,Monitoring,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROFR,1.4.3.2.2,Monitoring,W3,Gather Develop and Prioritize Requirements
ROFR,1.4.3.2.2,Monitoring,W5,Manage and Administer MTFs
ROFR,1.4.3.2.2,Monitoring,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
ROFR,1.4.3.2.2,Monitoring,W8,Improve Readiness Health and Experience
ROFR,1.4.3.2.2,Monitoring,W10,Deploy Solutions for 21st Century
ROFR,1.4.3.2.2,Monitoring,M1,Optimize Critical Internal Management Processes
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,M1,Optimize Critical Internal Management Processes
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
ROOM BED SCHEDULER,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
ROSETTA,1.4.3.5.3,Staff Development,E2,Optimize Operations Across the Military Health System
ROSETTA,1.4.3.5.3,Staff Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROSETTA,1.4.3.5.3,Staff Development,W1,Build Robust Improvement Capability
ROSETTA,1.4.3.5.3,Staff Development,W2,Ensure that Everyone Can Succeed
ROSETTA,1.4.3.5.3,Staff Development,W5,Manage and Administer MTFs
ROSETTA,1.4.3.5.3,Staff Development,W8,Improve Readiness Health and Experience
ROTAROD,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ROTAROD,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
ROTAROD,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
ROTAROD,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
ROVR,1.4.1.3.2,Provide Military Working Animal Care,E4,Deliver Solutions to Combatant Commands
ROVR,1.4.1.3.2,Provide Military Working Animal Care,W8,Improve Readiness Health and Experience
RRC,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
RRC,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RRC,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
RRC,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
RRC,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
RSA,1.4.3.7.2,Health Information Performance Assessment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RSA,1.4.3.7.2,Health Information Performance Assessment,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RSA,1.4.3.7.2,Health Information Performance Assessment,W7,Deliver and Sustain Electronic Health Record
RSIS,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RSIS,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RSIS,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RSIS,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RSIS,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RSMS,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
RSMS,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
RSPCOOS,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RSPCOOS,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
RSPCOOS,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
RSPCOOS,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
RSTARS,1.3.2.2,Compensation,E1,Empower and Care for Our People
RSTARS,1.3.2.2,Compensation,M1,Optimize Critical Internal Management Processes
RSUB,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
RSUB,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RSUB,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
RSUB,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
RSUB,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
RTLS,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RTLS,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RTLS,1.4.3.9.3,Medical Equipment and Technology,W3,Gather Develop and Prioritize Requirements
RTLS,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RTLS,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RTLS,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RTLS,1.4.3.9.3,Medical Equipment and Technology,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RTLS,1.4.3.9.3,Medical Equipment and Technology,E4,Deliver Solutions to Combatant Commands
RTLS,1.4.3.9.3,Medical Equipment and Technology,W5,Manage and Administer MTFs
RTLS,1.4.3.9.3,Medical Equipment and Technology,W8,Improve Readiness Health and Experience
RTLS,1.4.3.9.3,Medical Equipment and Technology,W10,Deploy Solutions for 21st Century
RTT,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
RTT,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
RUSHWORKS,6.2.3.4,Content Delivery,E4,Deliver Solutions to Combatant Commands
RUSHWORKS,6.2.3.4,Content Delivery,W7,Deliver and Sustain Electronic Health Record
RXWORKS,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RXWORKS,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
RXWORKS,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
RXWORKS,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
RXWORKS,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RXWORKS,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
RadCalc,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RadCalc,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
RadCalc,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
RadCalc,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RadCalc,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
RadWorks,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RadWorks,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
RadWorks,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
RadWorks,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
Remedy,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
Remedy,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
Riverain,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
Riverain,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
Riverain,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
Riverain,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
RxRefill,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RxRefill,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
RxRefill,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
RxRefill,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
RxRefill,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
RxRefill,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
RxRefill,1.4.2.1.1,Health Quality and Safety,E1,Empower and Care for Our People
RxRefill,1.4.2.1.1,Health Quality and Safety,E2,Optimize Operations Across the Military Health System
RxRefill,1.4.2.1.1,Health Quality and Safety,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
RxRefill,1.4.2.1.1,Health Quality and Safety,W1,Build Robust Improvement Capability
RxRefill,1.4.2.1.1,Health Quality and Safety,W2,Ensure that Everyone Can Succeed
RxRefill,1.4.2.1.1,Health Quality and Safety,W5,Manage and Administer MTFs
RxRefill,1.4.2.1.1,Health Quality and Safety,W8,Improve Readiness Health and Experience
