System,Alignment,Aligned Cap,Total Cap,Percent Grouping,Percent,EMW Coverage,Systems with Same EMW Coverage,EMW Combo Count,Top 10 EMW Match,Top 10 EMW Combo #
USU SIS,Aligned,1,1,90-100%,100%,E1 | E2 | W1 | W2 | W8 ,8,5,,
UTIL,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
Ultrasound Device,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Ultrasound Device-Sonultra,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Urine Analyzer,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Urodynamics Analyzer,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
VAPOMETER,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
VARIAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VARIANT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
VARONIS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VB,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VBRICK,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VEEAM,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VEGAS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VERILUM,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
VERSUS,Aligned,1,1,90-100%,100%,E3 | E4 | M1 | W10 ,4,4,,
VETSCAN,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
VFTPS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VI,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VIEWLINC,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
VIKINGSELECT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VILS,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
VIRTUAL IRAQ,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VISCOMETER,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
VISTA TRIMA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
VITALVIEW,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
VK2,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VMR,Aligned,1,1,90-100%,100%,E4 | W8 ,8,2,,
VMWARE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VNS,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
VORTEQ-DVA,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
VPMI,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
VPS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VREIP,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
VS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VSIMS,Aligned,7,8,80-90%,87%,E3 | E4 | M1 | W1 | W10 | W5 | W7 | W8 ,1,8,,
VSSM,Aligned,23,29,70-80%,79%,E1 | E3 | E4 | M1 | W1 | W10 | W2 | W3 | W5 | W6 | W7 | W8 | W9 ,1,13,,
VStu,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VTA,Aligned,1,1,90-100%,100%,E3 | W3 | W5 | W6 | W8 ,12,5,,
VTC,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VTS-3,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
VVS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VWORKS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
VYOPTA VANALYTICS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
VaDoH,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
Visiopharm,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Visual Field PLOTTER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
W-J III,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WACOMTABLET,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WAIS-WMS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WAM,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
WAS XPV,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WAVEFRONT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WAWF,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
WCST,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WEBLOGIC,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WEBSITE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WEBVAX,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
WEB AEFSS,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
WEB INSPECT,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
WEB PARTS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WELCH ALLYN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WHONET,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
WIAT-III,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WIC PIMS,Aligned,2,2,90-100%,100%,E2 | E3 | E4 | M1 | W1 | W2 | W3 | W5 | W6 | W8 | W9 ,1,11,,
WII,Aligned,1,1,90-100%,100%,E2 | E3 | M1 | W1 | W2 | W3 | W5 | W6 | W8 | W9 ,7,10,,
WINCARDID,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WINSCP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WINSQL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WINS Service,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WINWEDGE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WINZIP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WIN AUTOMATION,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WIRESHARK,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WISC-IV,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WISPR,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
WLIB MDS,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
WMATS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
WMSNi,Aligned,2,3,60-70%,66%,E2 | E3 | W1 | W2 | W4 | W5 | W6 | W8 ,1,8,,
WOLFSENSE,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
WORLDCAT,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
WPD,Aligned,1,1,90-100%,100%,E4 | W1 | W8 ,1,3,,
WPIC5,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
WPPSI-III,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WRAT4,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WRMT-II,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
WS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WSUS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WS FTP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
WT,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
WTU,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
WUG,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
WWN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Wheel,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
WinDX,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
WinEBC,Aligned,1,1,90-100%,100%,E3 | W3 | W5 | W6 | W8 ,12,5,,
X-RAY DEVICE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
X-Ray Device,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
X-Ray Processor,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
X-SCRIBE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
X1,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
XENAPP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
XENDESKTOP,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
XIAM,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
XLTECH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
XPER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
XTRA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
XYBN,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
XYLOC,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Xigma Track,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
ZENMAP,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
Zebra Lab,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
aLOD,Aligned,1,1,90-100%,100%,E4 ,2,1,,
e2569,Aligned,1,1,90-100%,100%,E3 | W3 | W5 | W6 | W8 ,12,5,,
eBRAP,Aligned,3,9,30-40%,33%,E3 | M1 | W1 | W10 | W3 | W4 | W5 | W6 | W7 | W8 ,1,10,,
eDQ,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
eLIMS,Aligned,4,5,70-80%,80%,E3 | E4 | W1 | W4 | W5 | W6 | W7 | W8 ,1,8,,
eMEB,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
eRoom,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
iEHR,Aligned,8,8,90-100%,100%,E1 | E2 | E4 | W1 | W10 | W5 | W7 | W8 ,1,8,,
iHRF,Aligned,6,6,90-100%,100%,E3 | E4 | M1 | W1 | W10 | W3 | W5 | W7 ,1,8,,
iM3,Aligned,1,1,90-100%,100%,E4 | W8 ,8,2,,
mJAD,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
oRTIgo,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
vSPHERE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
xCELLigence,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
24 HOUR NURSING,Not Aligned,0,1,0-10%,0%,None ,315,0,,
911 RECORDER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
AAA STACK,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ACAS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ACCESS CONTROL,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ACD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ACL,Not Aligned,0,1,0-10%,0%,None ,315,0,,
AFS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ALTIGEN,Not Aligned,0,1,0-10%,0%,None ,315,0,,
AMAG,Not Aligned,0,1,0-10%,0%,None ,315,0,,
AMEG,Not Aligned,0,1,0-10%,0%,None ,315,0,,
APLSS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
APPDETECTIVE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ARP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ASIMS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ASKVHC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ATHOC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ATPC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
AWC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BADG PHC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BED STATUS SYSTEM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BEL-MANAGE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BIBLE DATA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BOG,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BPT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BSHDCS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BUDGET BUILDER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
BUSINESS OBJECTS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
C360,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CA3000,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CADET,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CADS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CALLEGRA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CALL EXPRESS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CARA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CASE MGMT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CBMH,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CCMIS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CCTV,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CEO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CERVIPATH,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CHD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CIHLIMS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CIP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CISCO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CISCO WORKS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CMP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CNS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
COGNOS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
COH,Not Aligned,0,1,0-10%,0%,None ,315,0,,
COM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CONSULT TRACKING,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CORE ALLOTMENT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CPB,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CREDANT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CRIS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CROSS MATCH,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CRYSTAL BALL,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CS2100,Not Aligned,0,1,0-10%,0%,None ,315,0,,
CandL STANDARDS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
Coumadin,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DADISP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DAR,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DASHBOARD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DBCAS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DDS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DDTP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DEMP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DESA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DHAN,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DHHQ,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DHHQ SIPRNET,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DIETMASTER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DISK REORDER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DMC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DMTT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DODET,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DQMCP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DRAEGER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DRS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DSC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
DSHD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
E2E,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EAS IV,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ECAS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ECRI,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EIMMUNE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ELEKTA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EMS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ENIE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EPI SUITE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ESAMS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ESM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ESS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ETALK,Not Aligned,0,1,0-10%,0%,None ,315,0,,
EXCEED,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FACCOM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FAHCNET,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FFS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FRC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FREEDOM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
FT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GAS CHROMATOGRAPH,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GFEBS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GIS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GISMETA PHC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GPM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GUEST TRACKER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GWLAN,Not Aligned,0,1,0-10%,0%,None ,315,0,,
GYNSYSPLUS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HALO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HARPS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HBE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HCRD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HCS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HEAR,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HI-IQ,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HIP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HPRC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HRA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HSAA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HSPTD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HUGS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
HYENA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
I-BASE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA-CGMAS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA-CNO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA-CoA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA-PI,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA - Support,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IA DASHBOARD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ICE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IDENTIPASS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IDS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IDWORKS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ID BADGES,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IGRAFX,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
INABSYS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
INF,Not Aligned,0,1,0-10%,0%,None ,315,0,,
INFANT SS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
INFO ANALYST,Not Aligned,0,1,0-10%,0%,None ,315,0,,
INTELLICENTER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ISS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
ITS (being evaluated alongside NMO),Not Aligned,0,1,0-10%,0%,None ,315,0,,
ITV,Not Aligned,0,1,0-10%,0%,None ,315,0,,
IVIS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
JCAHO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
JTTR,Not Aligned,0,1,0-10%,0%,None ,315,0,,
KEYTRAK,Not Aligned,0,1,0-10%,0%,None ,315,0,,
KEY TRACKER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
KIOSKS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
KKP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
L&D - KIOSK,Not Aligned,0,1,0-10%,0%,None ,315,0,,
LACS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
LAN,Not Aligned,0,1,0-10%,0%,None ,315,0,,
LC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
LOGMOD,Not Aligned,0,1,0-10%,0%,None ,315,0,,
LYNXGS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MAGNASYNC GENESIS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MANAGEMENT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MCRT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MDET LITE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MDG SURVEILLANCE,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MDT 500,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEDISOFT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEDMODEL,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEDNOSC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEDSTREAMING,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEPRS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MESOC,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MEWACS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MHS-FFT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MHSPPT,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MICROLOG,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MILVAX,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MIND MAP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MINITAB,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MRRS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MRS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
MSPO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
McAffee,Not Aligned,0,1,0-10%,0%,None ,315,0,,
Mind Map,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NA,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NCMDB,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NCS,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NDSP,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NEMO,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NETSIM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NETWORK,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NETWORK SIPR,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NFFSCUM,Not Aligned,0,1,0-10%,0%,None ,315,0,,
NICE ANALYZER,Not Aligned,0,1,0-10%,0%,None ,315,0,,
